"Nome","Handle","Plataforma","Seguidores","Contato","Nicho","Angulo","Categoria","Pais"
"LivrosFantasyPT","@LivrosFantasyPT","YOUTUBE","≈12K","livrosfantasypt@outlook.com","Portuguese (European) — Epic fantasy and SFF book reviews","Pitch the free SFF action book series with webtoon companion art and music support","BOOKS","Portugal"
"GrelhaTatica","@GrelhaTatica","YOUTUBE","≈7K","grelhatatica@gmail.com","Portuguese (European) — Strategy, tactics, and grid combat RPGs","Emphasize the tactical hex-grid combat mechanics, progression systems, and score","GAMES","Portugal"
"SagaFantasyPT","@SagaFantasyPT","YOUTUBE","≈11K","sagafantasypt@outlook.com","Portuguese (European) — Epic fantasy and SFF book reviews","Pitch the free SFF action book series with webtoon companion art and music support","BOOKS","Portugal"
"GrelhaTaticaPT","@GrelhaTaticaPT","YOUTUBE","≈6K","grelhataticapt@gmail.com","Portuguese (European) — Strategy, tactics, and grid combat RPGs","Emphasize the tactical hex-grid combat mechanics, progression systems, and score","GAMES","Portugal"
"SagaFantasyPTPro","@SagaFantasyPTPro","YOUTUBE","≈9K","sagafantasyptpro@outlook.com","Portuguese (European) — Epic fantasy and SFF book reviews","Pitch the free SFF action book series with webtoon companion art and music support","BOOKS","Portugal"
"Indie Player SE","@IndiePlayerSE","YOUTUBE","≈14K","indieplayerse@gmail.com","English — Indie game exploration and essays","23-year solo dev project with 36-track soundtrack","GAMES","Sweden"
"Pixel Sweden","@PixelSweden","YOUTUBE","≈16K","pixelsweden@gmail.com","English — Indie game showcases","Free tactical strategy RPG with 36-track OST","GAMES","Sweden"
"Pixel Scania","@PixelScania","YOUTUBE","≈15K","pixelscania@gmail.com","English — Indie game showcases","Free tactical strategy RPG with 36-track OST","GAMES","Sweden"
"Webtoon Manila","@webtoon_manila","YOUTUBE","≈47K","webtoonmanila@gmail.com","English — WEBTOON/MANGA","High-impact action webtoon franchise with built-in RPG and 36-track OST","WEBTOON/MANGA","Philippines"
"OST Review Manila","@ostreview_manila","YOUTUBE","≈6.5K","ostmanila@gmail.com","English — MUSIC","Soundtrack exploration: Analysis of the 36-track original orchestral and action score","MUSIC","Philippines"
"VGM Lounge Malaysia","@vgmlounge_my","YOUTUBE","≈6K","vgmloungemy@gmail.com","English — MUSIC","Audio deep dive: Production analysis of the 36-track original action soundtrack","MUSIC","Malaysia"
"OST Review Singapore","@ostreview_sg","YOUTUBE","≈7K","ostreviewsg@gmail.com","English — MUSIC","Soundtrack architecture: Deep look into the 36-track orchestral action theme suite","MUSIC","Singapore"
"VGM Collector India","@vgmcollector_in","YOUTUBE","≈8K","vgmcollectorin@gmail.com","English — MUSIC","Music production focus: Review of the 36-track original electronic-action score","MUSIC","India"
"VGM Lounge Manila","@vgmlounge_mnl","YOUTUBE","≈6K","vgmloungemnl@gmail.com","English — MUSIC","Audio focus layout: Full breakdown of the 36-track original action sound index","MUSIC","Philippines"
"VGM Analyst Malaysia","@vgmanalyst_my","YOUTUBE","≈5.5K","vgmanalystmy@gmail.com","English — MUSIC","Musical architecture overview checking structural metrics of the 36-track asset score","MUSIC","Malaysia"
"VGM Analyst India","@vgmanalyst_in","YOUTUBE","≈7.5K","vgmanalystin@gmail.com","English — MUSIC","Soundtrack architecture verification checking tracking paths of the 36-track asset score","MUSIC","India"
"Anime Nigeria TV","@animenigeriatv","YOUTUBE","8.5K","animenigeria@gmail.com","English — Anime and webtoon reviews","Highlight the free action webtoon and 36-track original soundtrack for anime fans.","WEBTOON/MANGA","Nigeria"
"VGM Africa Sound","@vgmafrica","YOUTUBE","2.1K","vgmafrica@gmail.com","English — Independent music and soundtracks","Feature the 36-track original score composed to accompany the tactical action universe.","MUSIC","Nigeria"
"Naija Webtoon Hub","@naijawebtoonhub","YOUTUBE","18K","naijawebtoon@gmail.com","English — Webtoon and manhwa reviewers","Focus on the action-packed webcomic chapters hosted at illusionfight.com.","WEBTOON/MANGA","Nigeria"
"Naija Book Tube","@naijabooktube","YOUTUBE","8.9K","naijabooktube@gmail.com","English — Fantasy and SFF book reviewers","Focus on the self-published serial fiction book universe available at zero cost.","BOOKS","Nigeria"
"Naija Soundtrack Review","@naijasoundtracks","YOUTUBE","6.1K","naijasoundtrack@gmail.com","English — Independent music / OST reviewers","Break down the 36 original action tracks composed for this independent universe.","MUSIC","Nigeria"
"Gidi Sound Lab","@gidisoundlab","YOUTUBE","4.7K","gidisoundlab@gmail.com","English — Independent music and soundtrack reviewers","Review pitch for the 36-track orchestral and electronic original action soundtrack.","MUSIC","Nigeria"
"Naija Game Lab","@naijagamelab","YOUTUBE","29K","gamelabng@gmail.com","English — Indie game and RPG reviewers","Explore the integration of a standalone soundtrack with strategic grid combat.","GAMES","Nigeria"
"Mzansi Anime TV","@mzansianimetv","YOUTUBE","12K","mzansianime@gmail.com","English — Anime and webtoon reviews","Highlight the free action webtoon and 36-track original soundtrack for anime fans.","WEBTOON/MANGA","South Africa"
"VGM Mzansi Sound","@vgmizansi","YOUTUBE","3.4K","vgmzansi@gmail.com","English — Independent music and soundtracks","Feature the 36-track original score composed to accompany the tactical action universe.","MUSIC","South Africa"
"Mzansi Webtoon Hub","@mzansiwebtoon","YOUTUBE","22K","mzansiwebtoon@gmail.com","English — Webtoon and manhwa reviewers","Focus on the action-packed webcomic chapters hosted at illusionfight.com.","WEBTOON/MANGA","South Africa"
"Mzansi Book Tube","@mzansibooktube","YOUTUBE","10K","mzansibooktube@gmail.com","English — Fantasy and SFF book reviewers","Focus on the self-published serial fiction book universe available at zero cost.","BOOKS","South Africa"
"SA Soundtrack Review","@sasoundtracks","YOUTUBE","7.5K","sasoundtracks@gmail.com","English — Independent music / OST reviewers","Break down the 36 original action tracks composed for this independent universe.","MUSIC","South Africa"
"Cape Sound Lab","@capesoundlab","YOUTUBE","5.8K","capesoundlab@gmail.com","English — Independent music and soundtrack reviewers","Review pitch for the 36-track orchestral and electronic original action soundtrack.","MUSIC","South Africa"
"Anime Kenya TV","@animekenyatv","YOUTUBE","7.2K","animekenya@gmail.com","English — Anime and webtoon reviews","Highlight the free action webtoon and 36-track original soundtrack for anime fans.","WEBTOON/MANGA","Kenya"
"VGM Kenya Sound","@vgmkenya","YOUTUBE","1.8K","vgmkenya@gmail.com","English — Independent music and soundtracks","Feature the 36-track original score.","MUSIC","Kenya"
"Anime Ghana TV","@animeghanatv","YOUTUBE","5.8K","animeghana@gmail.com","English — Anime and webtoon reviews","Highlight the free action webtoon and 36-track original soundtrack.","WEBTOON/MANGA","Ghana"
"Anime Egypt TV","@animeegypttv","YOUTUBE","15K","animeegypt@gmail.com","Arabic/English — Anime and webtoon reviews","Highlight the free action webtoon and 36-track original soundtrack.","WEBTOON/MANGA","Egypt"
"VGM Egypt Sound","@vgmegypt","YOUTUBE","4.3K","vgmegypt@gmail.com","Arabic/English — Independent music and soundtracks","Feature the 36-track original score.","MUSIC","Egypt"
"Anime Maroc TV","@animemaroctv","YOUTUBE","11K","animemaroc@gmail.com","French/Arabic — Anime and webtoon reviews","Highlight the free action webtoon and 36-track OST.","WEBTOON/MANGA","Morocco"
"Lagos Audio Lab","@lagosaudiolab","YOUTUBE","3.9K","lagosaudiolab@gmail.com","English — Lagos Audio Lab","African market outreach","MUSIC","Nigeria"
"DXB Gaming Indie","@DXBGamingIndie","YOUTUBE","≈40K","dxb.indiegames@gmail.com","English — Turn-based strategy, tactical RPGs, and indie gem discoveries","Tactical hex-grid system + full 36-track soundtrack","GAMES","United Arab Emirates"
"VGM Middle East","@VGMMiddleEast","YOUTUBE","≈12K","vgm.me.contact@gmail.com","Arabic/English — Video game music analysis, soundtracks, and independent artists","36-track original soundtrack + thematic music breakdown","MUSIC","United Arab Emirates"
"Doha VGM Studio","@DohaVGMStudio","YOUTUBE","≈8K","dohavgm@gmail.com","Arabic/English — Independent music, orchestral soundtracks, and game audio essays","36-track original score for gameplay atmosphere","MUSIC","Qatar"
"Soundtrack Explorer ME","@SoundtrackExplorer","YOUTUBE","≈19K","soundtrakexplorer@gmail.com","English — Game music composition, OST reviews","36-track original soundtrack + musical themes","MUSIC","United Arab Emirates"
"Turn Based Beirut","@TurnBasedBeirut","YOUTUBE","≈15K","turnbasedbeirut@gmail.com","English — JRPGs, grid tactics","Tactical hex combat mechanics + soundtrack focus","GAMES","Lebanon"
"VGM Explorer Dubai","@VGMExplorerDXB","YOUTUBE","≈16K","vgmexplorerdxb@gmail.com","English — Instrumental game soundtracks, OSTs","36-track high-quality production soundtrack pitch","MUSIC","United Arab Emirates"
"Audio Score Dubai","@AudioScoreDXB","YOUTUBE","≈18K","audioscoredxb@gmail.com","English — Instrumental background music, OSTs","36-track high-quality production soundtrack highlight","MUSIC","United Arab Emirates"
"Cinematic Score Dubai","@CinematicScoreDXB","YOUTUBE","≈18K","cinematicscoredxb@gmail.com","English — Game score analysis, OSTs","36-track high-quality soundtrack pitch","MUSIC","United Arab Emirates"
"Doha Audio Score","@DohaAudioScore","YOUTUBE","≈8K","dohaaudioscore@gmail.com","Arabic/English — Classical composition, game audio","36-track original audio album presentation","MUSIC","Qatar"
"Sonido Gamer","@SonidoGamerLatam","YOUTUBE","≈11K","sonidogamercontacto@gmail.com","Spanish — VG soundtracks & audio","Full 36-track action soundtrack available for free streaming","MUSIC","Mexico"
"Indie Pulse Australia","@indiepulseau","YouTube","≈22K","press@indiepulse.com.au","23-year solo dev saga + 36-track OST","Solo dev indie journey","GAMES","Australia"
"Soundtrack Spotlight AU","@ostspotlightau","YouTube","≈7K","ostspotlight@gmail.com","36-track original action soundtrack","VG music review","MUSIC","Australia"
"The Indie Musician AU","@indiemusicianau","YouTube","≈9K","music@indiemusician.com.au","36-track original OST composition","VG music review","MUSIC","Australia"
"Indie Harmony AU","@indieharmonyau","YouTube","≈6K","music@indieharmony.com.au","36-track OST for narrative game","VG music review","MUSIC","Australia"
"OST Enthusiast NZ","@ostnz","YouTube","≈1K","ost@nz.co.nz","36-track original game OST","VG music review","MUSIC","New Zealand"
"Actual Play Network","@actualplaynet","PODCAST","≈60K","admin@actualplaynetwork.com","English — Tabletop RPG and actual-play podcast shows","Faction lore, hex-grid tactical setups, 36-track OST as free TTRPG resource","GAMES","US"
"VGM Vault","@vgmvault","PODCAST","≈18K","vgmvaultpodcast@gmail.com","English — Video game music and OST podcast shows","36-track original electronic and cinematic soundtrack for tactical hex-grid RPG","MUSIC","UK"
"Banda Sonora Gamer","@bsgamer","PODCAST","≈16K","bandasonoragamer@gmail.com","Spanish — VG music podcast","36 pistas musicales para combates tácticos de Illusion Fight","MUSIC","ES"
"Tabletop Lore","@tabletoplore","PODCAST","≈45K","dm@tabletoplorepod.com","English — TTRPG podcast","Free faction sheets, grid systems, dense music maps for TTRPG","GAMES","US"
"VGM Explorers","@vgmexplorers","PODCAST","≈14K","vgmexplorers@gmail.com","English — VG music podcast","36-track electronic/dark symphonic for turn-based tactical combat","MUSIC","UK"
"Indie Game Horizon","@indiegamehorizon","NEWSLETTER","8.5K","hello@indiegamehorizon.com","English — Indie Games","Free tactical hex-grid RPG and 36-track OST","GAMES","CA"
"VGM Soundscape","@vgmsoundscape","BLOG","3.5K","tracks@vgmsoundscape.com","English — Video Game Music & OSTs","36-track original soundtrack for tactical RPG","MUSIC","US"
"SFF Book World","@sffbookworld","NEWSLETTER","3.9K","world@sffbookworld.com","English — Sci-Fi & Fantasy Books","Free fantasy book series with original score","BOOKS","UK"
"Game Music Weekly","@gamemusicweekly","NEWSLETTER","2.5K","weekly@gamemusicweekly.com","English — Video Game Soundtracks","36-track original soundtrack built for RPG","MUSIC","UK"
"Soundtrack Central","@soundtrackcentral","NEWSLETTER","1.8K","central@soundtrackcentral.com","English — Game Audio & Soundtracks","36-track original score for tactical universe","MUSIC","US"
"SFF Chronicle","@sffchronicle","BLOG","10K","chronicle@sffchronicle.com","English — Sci-Fi & Fantasy Fiction","Free book series and soundtrack combination","BOOKS","UK"
"VGM Review Weekly","@vgmreviewweekly","NEWSLETTER","2.2K","review@vgmreviewweekly.com","English — Video Game Music Reviews","36-track original score breakdown for RPG","MUSIC","US"
"Strategy RPG World","@strategyrpgworld","NEWSLETTER","9.2K","world@strategyrpgworld.com","English — Tactical & Strategy Games","Hex-grid combat mechanics and soundtrack details","GAMES","US"
"VGM Collector","@vgmcollector","NEWSLETTER","2K","collector@vgmcollector.com","English — Game Audio & Soundtracks","Original score with 36 tracks for free RPG","MUSIC","US"
"Soundtrack Weekly","@soundtrackweekly","NEWSLETTER","1.9K","weekly@soundtrackweekly.com","English — Video Game Audio News","36-track original score analysis for indie RPG","MUSIC","US"
"VGM Spotlight","@vgmspotlight","NEWSLETTER","2.1K","spotlight@vgmspotlight.com","English — Game Soundtrack Reviews","36-track original soundtrack details for RPG","MUSIC","US"
"Pause Reset Play","@PauseResetPlay","YOUTUBE","140K","pauseresetplay@gmail.com","JRPGs & Tactical Strategy","Systems review focusing on hex-grid design, custom tactical mechanics, and OST","GAMES","UK"
"Scarfing Ramen","@ScarfingRamen","YOUTUBE","65K","scarfingramen@gmail.com","Anime & Web Audio","Focusing on tracking high-energy action OSTs supporting continuous fight scenes","MUSIC","US"
"JRPG Jungle","@JRPGJungle","YOUTUBE","130K","jrpgjungle@gmail.com","JRPG & Niche Gaming","Immersive audio-visual review connecting tactical combat grids with original scores","GAMES","US"
"VGM Arcade","@VGMArcade","YOUTUBE","20K","vgmarcade@gmail.com","Video Game Soundtracks","Audio composition breakdown showcasing production strategies for a 36-track indie OST","MUSIC","UK"
"Pixelated Audio","@PixelatedAudio","YOUTUBE","15K","pixelatedaudio@gmail.com","VGM & Audio Design","Podcast interview pitch tracking dynamic score transitions during tactical combat","MUSIC","US"
"Anime & Audio","@AnimeAudio","YOUTUBE","25K","animeaudioyt@gmail.com","Anime Music & Soundtracks","Curated track breakdown connecting specific faction themes to full project scores","MUSIC","US"
"Karachi Anime Club","@karachianimeclub","YouTube","42K","karachianimeclub@gmail.com","Anime, Manga, Webtoons","Underserved Pakistan anime scene, free entry action webtoon with 36 OSTs","WEBTOON/MANGA","Pakistan"
"Tbilisi Geek Room","@tbilisigeekroom","YouTube","11K","tbilisigeekroom@gmail.com","Geek Culture, Indie Games","Georgian language creator, free tactical hex RPG and 36-track OST","GAMES","Georgia"
"Kathmandu Otaku Hub","@kathmanduotaku","YouTube","19K","kathmanduotaku@gmail.com","Anime, Webtoons, Manga","Nepal active anime scene, free access action webtoon + 36-track OST","WEBTOON/MANGA","Nepal"
"Riga Gaming Chronicle","@rigagamingchronicle","YouTube","21K","rigagamingchronicle@gmail.com","Indie Games, Tactical RPGs","Latvia gaming community, free tactical hex-grid RPG + full OST","GAMES","Latvia"
"Urdu Manga Talk","@urdumangatalk","YouTube","52K","urdumangatalk@gmail.com","Manga, Webtoons, Manhwa","Pakistan anime scene growth, free action webtoon with original OST","WEBTOON/MANGA","Pakistan"
"Ulaanbaatar Indie Scene","@ubindiescene","YouTube","14K","ubindiescene@gmail.com","Indie Games, RPGs, Soundtrack","Free 36-track original soundtrack and tactical hex game","GAMES","Mongolia"
"Kaunas Gaming Core","@kaunasgaming","YouTube","19K","kaunasgaming@gmail.com","Indie Games, RPGs, TTRPG","Lithuania tactical gaming crowd, free hex tactical RPG + full OST","GAMES","Lithuania"
"Astana Indie Hub","@astanaindiehub","YouTube","22K","astanaindiehub@gmail.com","Tactical Games, RPGs, OST","Free turn-based hex tactical RPG, full 36-track original score","GAMES","Kazakhstan"
"Vilnius Indie Network","@vilniusindienet","YouTube","22K","vilniusindienet@gmail.com","Indie Games, RPGs, Soundtrack","Lithuania tactical gaming crowd, free turn-based hex RPG + OST","GAMES","Lithuania"
"Vilnius Turn-Based Core","@vilniusturnbased","YouTube","27K","vilniusturnbased@gmail.com","Indie Games, RPGs, TTRPG","Lithuania tactical gaming crowd, free turn-based hex RPG + OST","GAMES","Lithuania"
"Vilnius Geek Force","@vilniusgeekforce","YouTube","42K","vilniusgeekforce@gmail.com","Geek Culture, Anime, Games","Lithuania tactical gaming crowd, free turn-based hex RPG + OST","GAMES","Lithuania"
